question,answer,converted_question,일치여부,의견
"SELECT bank_nm, acct_dv, acct_no, acct_bal_amt, open_dt, due_dt, intr_rate, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '예적금' AND curr_cd = 'KRW' AND acct_no LIKE '%28491002652105%' AND reg_dt = '20240915'","{""select"":[""bank_nm"",""acct_dv"",""acct_no"",""acct_bal_amt"",""open_dt"",""due_dt"",""intr_rate"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""예적금""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""acct_no"",""op"":""like"",""value"":""%28491002652105%""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20240915""}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.open_dt, aicfo_get_all_amt.due_dt, aicfo_get_all_amt.intr_rate, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.acct_no LIKE :acct_no_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1",예,"두 쿼리는 동일한 테이블(aicfo_get_all_amt)에서 동일한 조건(view_dv, curr_cd, acct_no, reg_dt)을 사용하여 동일한 컬럼을 선택하고 있으며, 변환된 SQL에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 일치하는 조건을 나타내므로 동작이 동일합니다."
"SELECT bank_nm, acct_dv, acct_no, acct_bal_amt, real_amt, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '수시' AND curr_cd = 'KRW' AND reg_dt = '20250205' AND acct_bal_amt >= POWER(10,8)","{""select"":[""bank_nm"",""acct_dv"",""acct_no"",""acct_bal_amt"",""real_amt"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""수시""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20250205""},{""column"":""acct_bal_amt"",""op"":""ge"",""value"":100000000}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.real_amt, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1 AND aicfo_get_all_amt.acct_bal_amt >= :acct_bal_amt_1",예,"두 쿼리는 동일한 조건을 사용하여 `aicfo_get_all_amt` 테이블에서 데이터를 조회하고 있으며, 필드와 조건이 일치합니다. 변환된 SQL에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 결과는 동일하게 나옵니다."
"SELECT bank_nm, acct_dv, acct_no, acct_bal_amt, open_dt, due_dt, intr_rate, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '예적금' AND curr_cd = 'KRW' AND reg_dt = '20240722' AND acct_bal_amt >= POWER(10,8)","{""select"":[""bank_nm"",""acct_dv"",""acct_no"",""acct_bal_amt"",""open_dt"",""due_dt"",""intr_rate"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""예적금""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20240722""},{""column"":""acct_bal_amt"",""op"":""ge"",""value"":100000000}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.open_dt, aicfo_get_all_amt.due_dt, aicfo_get_all_amt.intr_rate, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1 AND aicfo_get_all_amt.acct_bal_amt >= :acct_bal_amt_1",예,"두 쿼리는 동일한 조건을 사용하여 데이터를 필터링하고 있으며, 선택된 컬럼도 동일합니다. 변환된 SQL에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 두 쿼리는 같은 동작을 합니다."
"SELECT bank_nm, acct_no, deposit_amt, total_appr_amt, acct_bal_amt, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '증권' AND curr_cd = 'KRW' AND reg_dt = '20240706' AND acct_bal_amt >= POWER(10,8)","{""select"":[""bank_nm"",""acct_no"",""deposit_amt"",""total_appr_amt"",""acct_bal_amt"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""증권""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20240706""},{""column"":""acct_bal_amt"",""op"":""ge"",""value"":100000000}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.deposit_amt, aicfo_get_all_amt.total_appr_amt, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1 AND aicfo_get_all_amt.acct_bal_amt >= :acct_bal_amt_1",예,"두 쿼리는 동일한 조건을 사용하여 데이터를 필터링하고 있으며, SELECT 절에서 선택하는 컬럼도 동일합니다. 변환된 SQL에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 두 쿼리는 같은 동작을 합니다."
"SELECT bank_nm, acct_dv, acct_no, acct_bal_amt, open_dt, due_dt, intr_rate, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '예적금' AND curr_cd = 'KRW' AND reg_dt = '20241202'","{""select"":[""bank_nm"",""acct_dv"",""acct_no"",""acct_bal_amt"",""open_dt"",""due_dt"",""intr_rate"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""예적금""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20241202""}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.open_dt, aicfo_get_all_amt.due_dt, aicfo_get_all_amt.intr_rate, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1",예,"두 쿼리는 동일한 테이블(aicfo_get_all_amt)에서 동일한 컬럼을 선택하고, 동일한 조건을 사용하여 필터링하고 있습니다. 변환된 SQL에서 사용된 바인드 변수(:view_dv_1, :curr_cd_1, :reg_dt_1)는 원본 SQL의 상수 값('예적금', 'KRW', '20241202')과 동일한 역할을 하므로, 결과는 동일하게 나옵니다."
"SELECT bank_nm, acct_dv, acct_no, acct_bal_amt, open_dt, due_dt, intr_rate, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '대출' AND curr_cd = 'KRW' AND reg_dt = '20240715'","{""select"":[""bank_nm"",""acct_dv"",""acct_no"",""acct_bal_amt"",""open_dt"",""due_dt"",""intr_rate"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""대출""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20240715""}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.open_dt, aicfo_get_all_amt.due_dt, aicfo_get_all_amt.intr_rate, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1",예,"두 쿼리는 동일한 테이블(aicfo_get_all_amt)에서 동일한 컬럼을 선택하고, 동일한 조건(view_dv, curr_cd, reg_dt)을 사용하고 있으며, 변환된 SQL에서 사용된 바인드 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로 같은 동작을 합니다."
"SELECT bank_nm, acct_dv, acct_no, curr_cd, acct_bal_amt, real_amt, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '수시' AND curr_cd <> 'KRW' AND reg_dt = '20240707'","{""select"":[""bank_nm"",""acct_dv"",""acct_no"",""curr_cd"",""acct_bal_amt"",""real_amt"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""수시""},{""column"":""curr_cd"",""op"":""ne"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20240707""}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.curr_cd, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.real_amt, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd != :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1",예,"두 쿼리는 동일한 조건을 사용하여 같은 데이터를 선택하고 있으며, SQLAlchemy에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로 결과가 일치합니다."
"SELECT bank_nm, acct_no, deposit_amt, total_appr_amt, acct_bal_amt, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '증권' AND curr_cd = 'KRW' AND reg_dt = '20240225'","{""select"":[""bank_nm"",""acct_no"",""deposit_amt"",""total_appr_amt"",""acct_bal_amt"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""증권""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20240225""}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.deposit_amt, aicfo_get_all_amt.total_appr_amt, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1",예,"두 쿼리는 동일한 테이블(aicfo_get_all_amt)에서 동일한 컬럼을 선택하고, 동일한 조건(view_dv, curr_cd, reg_dt)을 사용하고 있습니다. 변환된 SQL에서 사용된 바인드 변수(:view_dv_1, :curr_cd_1, :reg_dt_1)는 원본 SQL의 상수 값('증권', 'KRW', '20240225')과 동일한 의미를 가지므로, 두 쿼리는 같은 동작을 합니다."
"SELECT bank_nm, COUNT(acct_no) AS account_count FROM aicfo_get_all_amt WHERE view_dv = '수시' AND curr_cd = 'KRW' AND reg_dt = '20250122' GROUP BY bank_nm ORDER BY account_count DESC","{""select"":[""bank_nm"",{""func"":""count"",""column"":""acct_no"",""label"":""account_count""}],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""수시""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20250122""}],""group_by"":[""bank_nm""],""order_by"":[{""column"":""account_count"",""direction"":""desc""}]}","SELECT aicfo_get_all_amt.bank_nm, count(aicfo_get_all_amt.acct_no) AS account_count 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1 GROUP BY aicfo_get_all_amt.bank_nm ORDER BY NULL DESC",아니오,"변환된 SQL에서 `ORDER BY NULL DESC`는 원본 SQL의 `ORDER BY account_count DESC`와 다릅니다. 원본 SQL은 `account_count`를 기준으로 정렬하지만, 변환된 SQL은 정렬 기준이 없거나 무시됩니다. 따라서 두 쿼리는 동일한 동작을 하지 않습니다."
"SELECT bank_nm, COUNT(acct_no) AS account_count FROM aicfo_get_all_amt WHERE view_dv = '증권' AND curr_cd = 'KRW' AND reg_dt = '20240815' GROUP BY bank_nm ORDER BY account_count DESC","{""select"":[""bank_nm"",{""func"":""count"",""column"":""acct_no"",""label"":""account_count""}],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""증권""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20240815""}],""group_by"":[""bank_nm""],""order_by"":[{""column"":""account_count"",""direction"":""desc""}]}","SELECT aicfo_get_all_amt.bank_nm, count(aicfo_get_all_amt.acct_no) AS account_count 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1 GROUP BY aicfo_get_all_amt.bank_nm ORDER BY NULL DESC",아니오,"변환된 SQL 쿼리에서 `ORDER BY NULL DESC`는 원본 SQL의 `ORDER BY account_count DESC`와 다릅니다. 원본 쿼리는 `account_count`를 기준으로 정렬하지만, 변환된 쿼리는 정렬 기준이 없거나 NULL로 설정되어 있어 결과가 다르게 나올 수 있습니다."
"SELECT bank_nm, SUM(acct_bal_amt) AS total_acct_bal_amt FROM aicfo_get_all_amt WHERE view_dv = '수시' AND curr_cd = 'KRW' AND reg_dt = '20240917' GROUP BY bank_nm","{""select"":[""bank_nm"",{""func"":""sum"",""column"":""acct_bal_amt"",""label"":""total_acct_bal_amt""}],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""수시""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20240917""}],""group_by"":[""bank_nm""]}","SELECT aicfo_get_all_amt.bank_nm, sum(aicfo_get_all_amt.acct_bal_amt) AS total_acct_bal_amt 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1 GROUP BY aicfo_get_all_amt.bank_nm",예,"두 쿼리는 동일한 조건을 사용하여 `bank_nm`별로 `acct_bal_amt`의 합계를 계산하고 있으며, WHERE 절의 조건과 GROUP BY 절이 동일하게 유지되고 있습니다. 변환된 SQL에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 결과는 동일합니다."
"SELECT bank_nm, SUM(acct_bal_amt) AS total_acct_bal_amt FROM aicfo_get_all_amt WHERE view_dv = '수시' AND curr_cd = 'KRW' AND reg_dt = '20241012' GROUP BY bank_nm","{""select"":[""bank_nm"",{""func"":""sum"",""column"":""acct_bal_amt"",""label"":""total_acct_bal_amt""}],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""수시""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20241012""}],""group_by"":[""bank_nm""]}","SELECT aicfo_get_all_amt.bank_nm, sum(aicfo_get_all_amt.acct_bal_amt) AS total_acct_bal_amt 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1 GROUP BY aicfo_get_all_amt.bank_nm",예,"두 쿼리는 동일한 조건을 사용하여 `bank_nm`별로 `acct_bal_amt`의 합계를 계산하고 있으며, WHERE 절의 조건과 GROUP BY 절의 내용이 일치합니다. 변환된 SQL에서 사용된 바인드 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 결과는 동일합니다."
"SELECT bank_nm, SUM(acct_bal_amt) AS total_acct_bal_amt FROM aicfo_get_all_amt WHERE view_dv = '증권' AND curr_cd = 'KRW' AND reg_dt = '20241223' GROUP BY bank_nm","{""select"":[""bank_nm"",{""func"":""sum"",""column"":""acct_bal_amt"",""label"":""total_acct_bal_amt""}],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""증권""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20241223""}],""group_by"":[""bank_nm""]}","SELECT aicfo_get_all_amt.bank_nm, sum(aicfo_get_all_amt.acct_bal_amt) AS total_acct_bal_amt 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1 GROUP BY aicfo_get_all_amt.bank_nm",예,"두 쿼리는 동일한 조건을 사용하여 `bank_nm`별로 `acct_bal_amt`의 합계를 계산하고 있으며, WHERE 절의 조건과 GROUP BY 절이 동일하게 유지되고 있습니다. 변환된 SQL에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 결과는 일치합니다."
"SELECT bank_nm, acct_dv, acct_no, acct_bal_amt, open_dt, due_dt, intr_rate, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '예적금' AND curr_cd = 'KRW' AND reg_dt = '20240123'","{""select"":[""bank_nm"",""acct_dv"",""acct_no"",""acct_bal_amt"",""open_dt"",""due_dt"",""intr_rate"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""예적금""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20240123""}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.open_dt, aicfo_get_all_amt.due_dt, aicfo_get_all_amt.intr_rate, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1",예,"두 쿼리는 동일한 테이블(aicfo_get_all_amt)에서 동일한 컬럼을 선택하고, 동일한 조건을 사용하여 필터링하고 있습니다. 변환된 SQL에서 사용된 바인딩 변수(:view_dv_1, :curr_cd_1, :reg_dt_1)는 원본 SQL의 상수 값('예적금', 'KRW', '20240123')과 동일한 역할을 하므로, 결과는 동일하게 나옵니다."
"SELECT bank_nm, COUNT(*) AS acct_cnt FROM aicfo_get_all_amt WHERE view_dv = '수시' AND curr_cd <> 'KRW' AND bank_nm = '하나은행' AND reg_dt = '20240723' GROUP BY bank_nm","{""select"":[""bank_nm"",{""func"":""count"",""column"":""*"",""label"":""acct_cnt""}],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""수시""},{""column"":""curr_cd"",""op"":""ne"",""value"":""KRW""},{""column"":""bank_nm"",""op"":""eq"",""value"":""하나은행""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20240723""}],""group_by"":[""bank_nm""]}",Error: Column '*' not found in AccountAmount,아니오,"변환된 SQL에서 ""COUNT(*)""를 사용하기 위해서는 해당 테이블에서 모든 행을 카운트할 수 있는 방법이 필요하지만, ""Column '*' not found in AccountAmount""라는 오류가 발생하여 원본 SQL과 동일한 동작을 하지 않습니다."
"SELECT bank_nm, COUNT(*) AS acct_cnt FROM aicfo_get_all_amt WHERE view_dv = '증권' AND curr_cd = 'KRW' AND bank_nm = '삼성증권' AND reg_dt = '20241012' GROUP BY bank_nm","{""select"":[""bank_nm"",{""func"":""count"",""column"":""*"",""label"":""acct_cnt""}],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""증권""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""bank_nm"",""op"":""eq"",""value"":""삼성증권""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20241012""}],""group_by"":[""bank_nm""]}",Error: Column '*' not found in AccountAmount,아니오,"변환된 SQL에서 COUNT(*)를 사용하려고 했지만, SQLAlchemy에서 '*'를 찾을 수 없다는 오류가 발생했습니다. 이는 원본 SQL의 COUNT(*)와 변환된 SQL의 집계 함수 사용 방식이 일치하지 않음을 나타냅니다."
"SELECT bank_nm, acct_dv, acct_no, acct_bal_amt, open_dt, due_dt, intr_rate, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '예적금' AND curr_cd = 'KRW' AND reg_dt = '20240123' ORDER BY acct_bal_amt DESC","{""select"":[""bank_nm"",""acct_dv"",""acct_no"",""acct_bal_amt"",""open_dt"",""due_dt"",""intr_rate"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""예적금""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20240123""}],""order_by"":[{""column"":""acct_bal_amt"",""direction"":""desc""}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.open_dt, aicfo_get_all_amt.due_dt, aicfo_get_all_amt.intr_rate, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1 ORDER BY aicfo_get_all_amt.acct_bal_amt DESC",예,"두 쿼리는 동일한 테이블(aicfo_get_all_amt)에서 동일한 조건(view_dv, curr_cd, reg_dt)으로 데이터를 조회하고 있으며, 선택된 컬럼과 정렬 기준도 동일합니다. 변환된 SQL에서 사용된 바인딩 변수(:view_dv_1, :curr_cd_1, :reg_dt_1)는 원본 SQL의 상수 값('예적금', 'KRW', '20240123')과 동일한 의미를 가지므로, 결과는 일치합니다."
"SELECT bank_nm, acct_dv, acct_no, acct_bal_amt, open_dt, due_dt, intr_rate, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '대출' AND curr_cd = 'KRW' AND reg_dt = '20240202' ORDER BY acct_bal_amt DESC","{""select"":[""bank_nm"",""acct_dv"",""acct_no"",""acct_bal_amt"",""open_dt"",""due_dt"",""intr_rate"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""대출""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20240202""}],""order_by"":[{""column"":""acct_bal_amt"",""direction"":""desc""}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.open_dt, aicfo_get_all_amt.due_dt, aicfo_get_all_amt.intr_rate, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1 ORDER BY aicfo_get_all_amt.acct_bal_amt DESC",예,"두 쿼리는 동일한 테이블과 조건을 사용하고 있으며, 선택된 컬럼과 정렬 기준도 일치합니다. 변환된 SQL에서 사용된 바인드 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 결과는 동일하게 나옵니다."
"SELECT bank_nm, acct_dv, acct_no, curr_cd, acct_bal_amt, real_amt, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '수시' AND curr_cd <> 'KRW' AND reg_dt = '20240723' ORDER BY acct_bal_amt DESC","{""select"":[""bank_nm"",""acct_dv"",""acct_no"",""curr_cd"",""acct_bal_amt"",""real_amt"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""수시""},{""column"":""curr_cd"",""op"":""ne"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20240723""}],""order_by"":[{""column"":""acct_bal_amt"",""direction"":""desc""}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_dv, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.curr_cd, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.real_amt, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd != :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1 ORDER BY aicfo_get_all_amt.acct_bal_amt DESC",예,"두 쿼리는 동일한 조건을 사용하여 데이터를 필터링하고, 동일한 컬럼을 선택하며, 동일한 정렬 기준을 적용하고 있습니다. 변환된 SQL에서 사용된 바인딩 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 결과는 동일하게 나옵니다."
"SELECT bank_nm, acct_no, deposit_amt, total_appr_amt, acct_bal_amt, acct_bal_upd_dtm FROM aicfo_get_all_amt WHERE view_dv = '증권' AND curr_cd = 'KRW' AND reg_dt = '20240516' ORDER BY acct_bal_amt DESC","{""select"":[""bank_nm"",""acct_no"",""deposit_amt"",""total_appr_amt"",""acct_bal_amt"",""acct_bal_upd_dtm""],""where"":[{""column"":""view_dv"",""op"":""eq"",""value"":""증권""},{""column"":""curr_cd"",""op"":""eq"",""value"":""KRW""},{""column"":""reg_dt"",""op"":""eq"",""value"":""20240516""}],""order_by"":[{""column"":""acct_bal_amt"",""direction"":""desc""}]}","SELECT aicfo_get_all_amt.bank_nm, aicfo_get_all_amt.acct_no, aicfo_get_all_amt.deposit_amt, aicfo_get_all_amt.total_appr_amt, aicfo_get_all_amt.acct_bal_amt, aicfo_get_all_amt.acct_bal_upd_dtm 
FROM aicfo_get_all_amt 
WHERE aicfo_get_all_amt.view_dv = :view_dv_1 AND aicfo_get_all_amt.curr_cd = :curr_cd_1 AND aicfo_get_all_amt.reg_dt = :reg_dt_1 ORDER BY aicfo_get_all_amt.acct_bal_amt DESC",예,"두 쿼리는 동일한 테이블과 조건을 사용하고 있으며, 선택된 컬럼과 정렬 기준도 일치합니다. 변환된 SQL에서 사용된 바인드 변수는 원본 SQL의 상수 값과 동일한 의미를 가지므로, 결과는 동일하게 나옵니다."
